postnummer,week,weekno,postnummer_first_2,Utbildning: Förgymnasial,Utbildning: Gymnasial,Utbildning: Eftergymnasial mindre än 3 år,Utbildning: Eftergymnasial 3 år eller längre inkl. forskarutbildning,Utbildning: Uppgift saknas,"Bakgrund: Svensk, född i Sverige med båda föräldrarna födda i Sverige","Bakgrund: Svensk, född i Sverige med en förälder född i Sverige","Bakgrund: Utländsk, född utomlands","Bakgrund: Utländsk, född i Sverige med båda föräldrarna födda utomlands",Upplåtelse: Äganderätt,Upplåtelse: Bostadsrätt,Upplåtelse: Hyresrätt,Upplåtelse: Uppgift saknas,0 personbilar,1 personbil,2 personbilar,"Bransch: Jordbruk, skogsbruk, jakt och fiske",Bransch: Tillverkning och utvinning,Bransch: Energi och miljöverksamhet,Bransch: Byggverksamhet,Bransch: Handel,Bransch: Transport och magasinering,Bransch: Hotell- och restaurangverksamhet,Bransch: Information och kommunikation,Bransch: Finans- och försäkringsverksamhet,Bransch: Fastighetsverksamhet,Bransch: Företagstjänster,Bransch: Offentlig förvaltning och försvar,Bransch: Utbildning,"Bransch: Vård och omsorg, sociala tjänster",Bransch: Kulturella och personliga tjänster m.m.,Bransch: Okänd verksamhet,Medelantal personer per hushåll
75430,2020w43,43,75XXX,0.205180641,0.33265167,0.156100886,0.250852079,0.055214724,0.152578043,0.052262364,0.62293932,0.172220274,0,0.034373904,0.961066293,0.004559804,1517,350,37,0.003853565,0.035645472,0.002890173,0.048169557,0.094412331,0.072254335,0.075144509,0.02504817,0.006743738,0.006743738,0.150289017,0.036608863,0.110789981,0.25433526,0.048169557,0.028901734,3
75431,2020w43,43,75XXX,0.108240224,0.407821229,0.167597765,0.296089386,0.020251397,0.488674341,0.066839955,0.333457111,0.111028593,0,0.779264214,0.219620959,0.001114827,1433,688,58,0.002186589,0.047376093,0.009475219,0.065597668,0.12755102,0.08090379,0.04664723,0.027696793,0.017492711,0.013848397,0.119533528,0.04664723,0.12244898,0.208454811,0.052478134,0.011661808,2.2
75432,2020w43,43,75XXX,0.097530864,0.448148148,0.139506173,0.296296296,0.018518519,0.720360825,0.070876289,0.163015464,0.045747423,0.006443299,0.701030928,0.288659794,0.003865979,894,467,35,0.007741935,0.058064516,0.011612903,0.070967742,0.112258065,0.04516129,0.042580645,0.038709677,0.018064516,0.014193548,0.103225807,0.086451613,0.139354839,0.19483871,0.046451613,0.010322581,1.6
75433,2020w43,43,75XXX,0.128733265,0.439752832,0.15653965,0.258496396,0.016477858,0.649444444,0.086666667,0.215,0.048888889,0,0.598888889,0.395555556,0.005555556,1084,468,28,0.006841505,0.064994299,0.009122007,0.080957811,0.125427594,0.059293044,0.043329533,0.023945268,0.009122007,0.015963512,0.116305587,0.062713797,0.125427594,0.204104903,0.042189282,0.010262258,1.7
75434,2020w43,43,75XXX,0.127504554,0.422586521,0.14571949,0.289617486,0.014571949,0.614720812,0.08680203,0.234010152,0.064467005,0,0.377664975,0.611675127,0.010659898,1215,478,25,0.005940594,0.06039604,0.005940594,0.081188119,0.11980198,0.057425743,0.037623762,0.037623762,0.014851485,0.017821782,0.121782178,0.066336634,0.095049505,0.213861386,0.046534653,0.017821782,1.7
75435,2020w43,43,75XXX,0.085787452,0.361075544,0.161331626,0.363636364,0.028169014,0.691122524,0.084372707,0.170212766,0.054292003,0,0.685986794,0.305209098,0.008804109,846,358,15,0.004021448,0.05227882,0.016085791,0.077747989,0.111260054,0.050938338,0.034852547,0.033512064,0.024128686,0.026809651,0.151474531,0.084450402,0.119302949,0.172922252,0.034852547,0.00536193,1.6
75436,2020w43,43,75XXX,0.123836127,0.444134078,0.146182495,0.267225326,0.018621974,0.596633778,0.099825885,0.243180499,0.060359837,0,0.30992455,0.687173535,0.002901915,1041,391,27,0,0.06610703,0.008394544,0.053515215,0.10703043,0.069254984,0.033578174,0.036726128,0.012591815,0.016789087,0.133263379,0.065057712,0.129066107,0.210912907,0.037775446,0.019937041,1.8
75437,2020w43,43,75XXX,0.062088429,0.392285983,0.185324553,0.348071496,0.012229539,0.740354536,0.083941606,0.132429614,0.043274244,0.104796663,0.815432742,0.074035454,0.005735141,1016,552,52,0.002806361,0.064546305,0.010289991,0.090739008,0.133769878,0.055191768,0.028063611,0.048643592,0.012160898,0.016838167,0.138447147,0.063610851,0.139382601,0.150608045,0.038353602,0.006548176,1.9
75439,2020w43,43,75XXX,0.125645439,0.419965577,0.158347676,0.275387263,0.020654045,0.564831261,0.111900533,0.241563055,0.081705151,0,0.395204263,0.604795737,0,560,265,24,0,0.053639847,0.005747126,0.061302682,0.084291188,0.074712644,0.038314176,0.034482759,0.005747126,0.015325671,0.120689655,0.074712644,0.141762452,0.22605364,0.044061303,0.019157088,2.2
75440,2020w43,43,75XXX,0.06610703,0.303252886,0.162644281,0.445960126,0.022035677,0.724710619,0.078007046,0.163059889,0.034222446,0.835430297,0.014091595,0.119275289,0.031202818,894,485,95,0.007345226,0.050367261,0.014690451,0.051416579,0.097586569,0.025183631,0.04616999,0.053515215,0.027282267,0.020986359,0.161594963,0.082896118,0.116474292,0.175236097,0.049317943,0.019937041,2.7
75441,2020w43,43,75XXX,0.121559633,0.394495413,0.163990826,0.263761468,0.056192661,0.554465669,0.068662881,0.283427981,0.093443469,0.295818276,0.472896231,0.223541559,0.007743934,1093,489,46,0.005084746,0.045762712,0.011864407,0.066101695,0.096610169,0.055932203,0.071186441,0.028813559,0.013559322,0.020338983,0.13559322,0.06779661,0.118644068,0.201694915,0.055932203,0.005084746,1.9
75442,2020w43,43,75XXX,0.140372671,0.486956522,0.162732919,0.178881988,0.031055901,0.547748977,0.066166439,0.296725784,0.089358799,0,0.990450205,0,0.009549795,746,424,24,0,0.058414465,0.009735744,0.082058414,0.126564673,0.075104312,0.051460362,0.026425591,0.012517385,0.009735744,0.125173853,0.0472879,0.111265647,0.210013908,0.044506259,0.009735744,1.9
75443,2020w43,43,75XXX,0.031818182,0.195454546,0.168181818,0.581818182,0.022727273,0.661363636,0.125,0.143181818,0.070454545,0.977375566,0,0,0.022624434,132,101,15,0,0.0625,0,0.014423077,0.110576923,0.067307692,0,0.024038462,0.024038462,0.028846154,0.153846154,0.144230769,0.173076923,0.149038462,0.048076923,0,3.5
75444,2020w43,43,75XXX,0.107758621,0.340517241,0.158045977,0.336206897,0.057471264,0.408483896,0.093479969,0.402199529,0.095836606,0,0.347996858,0.597014925,0.054988217,726,211,11,0,0.057971014,0.010869565,0.074275362,0.126811594,0.065217391,0.057971014,0.074275362,0.014492754,0.010869565,0.157608696,0.050724638,0.108695652,0.152173913,0.038043478,0,2.1
75445,2020w43,43,75XXX,0.100204499,0.351738241,0.194274029,0.335378323,0.018404908,0.531094527,0.097014925,0.277363184,0.094527363,0.27238806,0,0.46641791,0.26119403,479,154,13,0.00974026,0.051948052,0.019480519,0.071428571,0.116883117,0.061688312,0.045454545,0.068181818,0.012987013,0.00974026,0.168831169,0.074675325,0.097402597,0.13961039,0.042207792,0.00974026,1.9
75446,2020w43,43,75XXX,0.119133574,0.496389892,0.14801444,0.222021661,0.014440433,0.713328369,0.060312733,0.182427401,0.043931497,0,0.917472119,0.078066915,0.004460967,797,374,30,0,0.078125,0.01171875,0.08203125,0.134765625,0.0546875,0.05078125,0.0234375,0.021484375,0.0078125,0.16015625,0.060546875,0.078125,0.18359375,0.0390625,0.013671875,1.6
75447,2020w43,43,75XXX,0.082894737,0.47631579,0.171052632,0.255263158,0.014473684,0.75498008,0.072377158,0.13811421,0.034528552,0.25928382,0.728779841,0.00397878,0.00795756,692,479,58,0.00397351,0.066225166,0.01589404,0.107284768,0.112582782,0.054304636,0.037086093,0.038410596,0.014569536,0.018543046,0.101986755,0.083443709,0.119205298,0.185430464,0.037086093,0.00397351,2
75448,2020w43,43,75XXX,0.11546841,0.472766885,0.155773421,0.240740741,0.015250545,0.6685747,0.070978821,0.198053807,0.062392673,0,0.998282771,0,0.00171723,769,552,47,0,0.075365579,0.011248594,0.080989876,0.122609674,0.058492688,0.040494938,0.024746907,0.003374578,0.01912261,0.143982002,0.057367829,0.109111361,0.206974128,0.035995501,0.010123735,2.1
75449,2020w43,43,75XXX,0.049861496,0.38365651,0.153739612,0.394736842,0.01800554,0.747111682,0.075738126,0.137997433,0.03915276,0.90436457,0.073170732,0.009627728,0.01283697,695,425,78,0.010899183,0.084468665,0.010899183,0.059945504,0.114441417,0.050408719,0.024523161,0.047683924,0.017711172,0.010899183,0.159400545,0.073569482,0.113079019,0.16893733,0.04359673,0.009536785,2.7
75450,2020w43,43,75XXX,0.428571429,0.571428571,0,0,0,0.727272727,0,0.272727273,0,0,0,0,1,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
75452,2020w43,43,75XXX,0.101470588,0.401470588,0.144117647,0.330882353,0.022058824,0.627324171,0.098625707,0.210185934,0.063864188,0.2934519,0.169765562,0.531123686,0.005658852,575,301,29,0.004672897,0.070093458,0.020249221,0.049844237,0.1105919,0.054517134,0.03894081,0.046728972,0.018691589,0.023364486,0.141744548,0.07788162,0.11682243,0.191588785,0.029595016,0.004672897,2.6
75453,2020w43,43,75XXX,0.09178744,0.38647343,0.125603865,0.367149759,0.028985507,0.662561576,0.061576355,0.21182266,0.064039409,0.250614251,0.577395577,0.154791155,0.017199017,184,104,11,0,0.076190476,0.014285714,0.076190476,0.10952381,0.071428571,0.014285714,0.052380952,0.014285714,0.019047619,0.085714286,0.071428571,0.152380952,0.185714286,0.042857143,0.014285714,2.6
75454,2020w43,43,75XXX,0.088235294,0.558823529,0.088235294,0.264705882,0,0.707692308,0,0.153846154,0.138461539,0.545454546,0,0,0.454545455,28,17,3,0.12,0.12,0,0.12,0.12,0,0,0,0,0,0.12,0,0.24,0.16,0,0,3
75460,2020w43,43,75XXX,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,0,0,0,1,3,0,0,,,,,,,,,,,,,,,,,1
75471,2020w43,43,75XXX,0.037344398,0.286307054,0.141078838,0.51659751,0.018672199,0.606933333,0.1456,0.161066667,0.0864,0.456533333,0.106666667,0,0.4368,544,380,98,0,0.078271028,0.009345794,0.056074766,0.127336449,0.030373832,0.019859813,0.053738318,0.028037383,0.015186916,0.161214953,0.107476636,0.106308411,0.176401869,0.023364486,0.007009346,3.6
75550,2020w43,43,75XXX,0.081081081,0.482328482,0.14968815,0.253638254,0.033264033,0.758653846,0.076923077,0.125,0.039423077,0.980769231,0,0.007692308,0.011538462,397,293,57,0,0.06012024,0.014028056,0.100200401,0.120240481,0.042084168,0.042084168,0.036072144,0.026052104,0.028056112,0.136272545,0.076152305,0.132264529,0.150300601,0.03006012,0.006012024,2.8
75591,2020w43,43,75XXX,0.054884189,0.341389728,0.145015106,0.442598187,0.01611279,0.784519351,0.085393258,0.100374532,0.029712859,0.888639201,0.019975031,0.022971286,0.068414482,1519,1039,258,0.031753786,0.060087934,0.006350757,0.101612115,0.094772838,0.035661944,0.014655594,0.043478261,0.012212995,0.019052272,0.153883732,0.074743527,0.145578896,0.15828041,0.039570103,0.008304836,2.8
75592,2020w43,43,75XXX,0.069529652,0.414110429,0.159509203,0.3200409,0.036809816,0.791935484,0.083870968,0.097849462,0.026344086,0.879032258,0,0.043010753,0.077956989,732,529,132,0.045675413,0.053449951,0.009718173,0.14382896,0.103012634,0.044703596,0.018464529,0.034013605,0.01068999,0.016520894,0.137998056,0.080660836,0.12244898,0.127308066,0.043731778,0.007774538,2.7
75593,2020w43,43,75XXX,0.064718163,0.423799583,0.137787056,0.33611691,0.037578288,0.767010309,0.069072165,0.118556701,0.045360825,0.903092784,0,0.029896907,0.067010309,358,230,51,0.047717842,0.080912863,0.008298755,0.130705394,0.112033195,0.045643154,0.03526971,0.039419087,0.006224066,0.020746888,0.116182573,0.078838174,0.107883817,0.130705394,0.029045643,0.010373444,3.1
75594,2020w43,43,75XXX,0.110185185,0.423148148,0.136111111,0.292592593,0.037962963,0.744163888,0.078608861,0.137684612,0.039542639,0.767984755,0.005717008,0.076703192,0.149595045,806,494,146,0.020972355,0.054337464,0.013346044,0.155386082,0.116301239,0.054337464,0.021925643,0.050524309,0.010486177,0.027645377,0.120114395,0.072449952,0.109628217,0.125834128,0.036224976,0.010486177,2.9
75595,2020w43,43,75XXX,0.085173502,0.492113565,0.148264984,0.261829653,0.012618297,0.860162602,0.060162602,0.058536585,0.021138211,0.918699187,0,0.027642276,0.053658537,222,182,44,0.038461538,0.079881657,0.026627219,0.153846154,0.103550296,0.071005917,0.017751479,0.032544379,0.00887574,0.014792899,0.085798817,0.062130178,0.130177515,0.130177515,0.032544379,0.01183432,2.6
75596,2020w43,43,75XXX,0.099826389,0.533854167,0.121527778,0.225694444,0.019097222,0.841409692,0.072687225,0.065638767,0.020264317,0.825991189,0.073568282,0.051101322,0.049339207,848,627,169,0.040816327,0.074285714,0.020408163,0.137959184,0.114285714,0.05877551,0.011428571,0.026938776,0.013061224,0.016326531,0.123265306,0.050612245,0.102040816,0.163265306,0.040816327,0.005714286,2.7
75597,2020w43,43,75XXX,0.076470588,0.419117647,0.144852941,0.342647059,0.016911765,0.790844808,0.076293264,0.107927056,0.024934872,0.847785635,0.013025679,0.06736137,0.071827317,972,732,182,0.024006002,0.080270068,0.004501125,0.102025506,0.102775694,0.048762191,0.015003751,0.047261815,0.013503376,0.022505626,0.166541635,0.074268567,0.117779445,0.132783196,0.03975994,0.008252063,2.8
75598,2020w43,43,75XXX,0.065700483,0.384541063,0.160386473,0.373913044,0.015458937,0.758279783,0.101828967,0.11220959,0.027681661,0.895205141,0,0.037073653,0.067721206,739,583,124,0.020057307,0.05730659,0.008595989,0.11556829,0.097421203,0.0582617,0.023877746,0.06017192,0.025787966,0.021012416,0.152817574,0.065902579,0.107927412,0.121298949,0.049665712,0.014326648,2.8
75642,2020w43,43,75XXX,0.016304348,0.032608696,0.22826087,0.543478261,0.179347826,0.302931596,0.022801303,0.615635179,0.058631922,0,0,0.873376623,0.126623377,246,30,0,0.034883721,0.034883721,0.034883721,0,0.069767442,0.069767442,0.069767442,0.034883721,0,0,0.174418605,0.034883721,0.337209302,0.104651163,0,0,1.6
75643,2020w43,43,75XXX,0.027380952,0.161904762,0.126190476,0.648809524,0.035714286,0.610797238,0.094161959,0.254237288,0.040803515,0.044569994,0.753295669,0.169491525,0.032642812,835,412,24,0.007702182,0.047496791,0.005134788,0.017971759,0.047496791,0.02182285,0.025673941,0.037227214,0.007702182,0.016688062,0.188703466,0.080872914,0.259306804,0.170731707,0.053915276,0.011553273,1.9
75644,2020w43,43,75XXX,0.05629398,0.274433151,0.159499609,0.469898358,0.039874902,0.548401037,0.089023336,0.284788246,0.077787381,0,0.598098531,0.372947277,0.028954192,1549,374,25,0.002311248,0.046224961,0.004622496,0.051617874,0.12403698,0.044684129,0.038520801,0.040832049,0.020801233,0.006163328,0.179506934,0.057010786,0.157164869,0.168721109,0.050847458,0.006933744,1.7
75645,2020w43,43,75XXX,0.027079304,0.115087041,0.13926499,0.699226306,0.01934236,0.780044346,0.094013304,0.097560976,0.028381375,0.847450111,0.120620843,0.011529933,0.020399113,1046,582,88,0.004549591,0.051865332,0.006369427,0.021838035,0.070063694,0.020928116,0.010009099,0.059144677,0.020018198,0.017288444,0.180163785,0.095541401,0.193812557,0.197452229,0.045495905,0.005459509,2.7
75646,2020w43,43,75XXX,0.036821705,0.156976744,0.130813954,0.658914729,0.016472868,0.70509876,0.091410198,0.164905834,0.038585209,0.606060606,0.285123967,0.003673095,0.105142332,976,550,71,0.010288066,0.048353909,0.017489712,0.028806584,0.064814815,0.023662551,0.020576132,0.064814815,0.023662551,0.014403292,0.158436214,0.090534979,0.215020576,0.179012346,0.037037037,0.00308642,2.6
75647,2020w43,43,75XXX,0.045191194,0.161066049,0.125144844,0.636152955,0.032444959,0.666852058,0.080088988,0.200222469,0.052836485,0.773081201,0.15294772,0.045050056,0.028921023,796,478,55,0.007134364,0.052318668,0.005945303,0.016646849,0.068965517,0.027348395,0.01783591,0.052318668,0.011890606,0.015457788,0.179548157,0.086801427,0.212841855,0.198573127,0.042806183,0.003567182,2.7
75648,2020w43,43,75XXX,0.226628895,0.339235128,0.156515581,0.20184136,0.075779037,0.087039877,0.032208589,0.707055215,0.173696319,0,0,0.988880368,0.011119632,1446,342,48,0,0.025755879,0.003359462,0.061590146,0.078387458,0.085106383,0.078387458,0.020156775,0.003359462,0.006718925,0.159014558,0.011198208,0.1075028,0.260918253,0.04031355,0.058230683,2.8
75649,2020w43,43,75XXX,0.252136752,0.409188034,0.138888889,0.158119658,0.041666667,0.150029533,0.054341406,0.576491435,0.219137626,0,0,0.998230089,0.001769912,1038,204,27,0,0.025210084,0.008403361,0.013445378,0.092436975,0.087394958,0.05210084,0.011764706,0,0.010084034,0.2,0.03697479,0.121008403,0.285714286,0.031932773,0.023529412,2.3
75650,2020w43,43,75XXX,0.147327249,0.39243807,0.155149935,0.281616688,0.023468057,0.376123235,0.055840822,0.429396662,0.138639281,0,0.642490372,0.351732991,0.005776637,936,302,32,0,0.02800659,0.013179572,0.031301483,0.070840198,0.067545305,0.049423394,0.019769358,0.004942339,0.016474465,0.176276771,0.034596376,0.151565074,0.278418451,0.036243822,0.021416804,2
75651,2020w43,43,75XXX,0.035868006,0.157819225,0.167862267,0.595408895,0.043041607,0.750530035,0.060777385,0.157597173,0.031095406,0.623321555,0.058657244,0.269964664,0.048056537,750,301,60,0.009463722,0.063091483,0.014195584,0.039432177,0.083596215,0.029968454,0.009463722,0.048895899,0.029968454,0.011041009,0.168769716,0.063091483,0.227129338,0.149842271,0.052050473,0,2.2
75652,2020w43,43,75XXX,0.02962298,0.186714542,0.12567325,0.63464991,0.023339318,0.74708675,0.079844627,0.132930514,0.04013811,0.911955114,0.054380665,0.026327147,0.007337074,997,558,136,0,0.063006301,0.00720072,0.03870387,0.093609361,0.03060306,0.01620162,0.076507651,0.03150315,0.01710171,0.183618362,0.077407741,0.167416742,0.162016202,0.03240324,0.00270027,3
75653,2020w43,43,75XXX,0.024979855,0.199033038,0.15471394,0.600322321,0.020950846,0.726022305,0.089219331,0.144981413,0.039776952,0.881784387,0.02267658,0.060966543,0.034572491,1107,667,144,0.002419355,0.058064516,0.008870968,0.031451613,0.086290323,0.031451613,0.024193548,0.082258065,0.028225806,0.017741935,0.164516129,0.09516129,0.15,0.177419355,0.035483871,0.006451613,2.9
75654,2020w43,43,75XXX,0.173404255,0.362765957,0.128723404,0.306382979,0.028723404,0.33079655,0.093353628,0.399797057,0.176052765,0.067546978,0.49111224,0.439817166,0.001523616,979,394,47,0,0.03375,0.00875,0.03125,0.0725,0.0675,0.05125,0.01625,0.01125,0.01,0.1525,0.05125,0.165,0.27125,0.04,0.0175,2.5
75655,2020w43,43,75XXX,0.023783784,0.201081081,0.153513514,0.607567568,0.014054054,0.745733788,0.094425484,0.126848692,0.032992036,0.6592719,0.192263936,0.017633675,0.130830489,753,459,79,0.005417118,0.055254605,0.008667389,0.035752979,0.076923077,0.03900325,0.022751896,0.043336945,0.02708559,0.010834236,0.167930661,0.083423619,0.170097508,0.20368364,0.049837486,0,2.8
75656,2020w43,43,75XXX,0.027472527,0.162087912,0.14010989,0.634615385,0.035714286,0.657384988,0.078692494,0.202179177,0.061743341,0.506053269,0.415254237,0.065375303,0.013317191,441,190,22,0.008108108,0.054054054,0.008108108,0.021621622,0.051351351,0.027027027,0.02972973,0.045945946,0,0.016216216,0.164864865,0.091891892,0.213513514,0.213513514,0.054054054,0,2.2
75657,2020w43,43,75XXX,0.270684372,0.374872319,0.141981614,0.185903984,0.026557712,0.165053763,0.080107527,0.538709677,0.216129032,0.032258065,0,0.962365591,0.005376344,1003,252,32,0,0.036624204,0.00477707,0.025477707,0.073248408,0.087579618,0.065286624,0.012738854,0,0.00477707,0.151273885,0.041401274,0.135350319,0.288216561,0.02388535,0.049363057,2.5
75658,2020w43,43,75XXX,0.210583153,0.377969762,0.146868251,0.213822894,0.05075594,0.26472374,0.085003036,0.483302975,0.166970249,0,0,0.988463874,0.011536126,946,244,26,0,0.01993865,0.006134969,0.033742331,0.055214724,0.099693252,0.056748466,0.004601227,0.004601227,0.010736196,0.147239264,0.033742331,0.153374233,0.31595092,0.036809816,0.021472393,2.3
75659,2020w43,43,75XXX,0.20537428,0.247600768,0.134357006,0.378119002,0.034548944,0.240622141,0.042086002,0.603842635,0.113449222,0,0.1957914,0.711802379,0.092406221,541,144,10,0,0.013333333,0,0.022222222,0.08,0.097777778,0.084444444,0.035555556,0.013333333,0.013333333,0.124444444,0.057777778,0.142222222,0.222222222,0.035555556,0.057777778,2.9
75752,2020w43,43,75XXX,0.05238829,0.229583975,0.149460709,0.543913713,0.024653313,0.699926632,0.083639032,0.162142333,0.054292003,0.78372434,0.046920821,0.163489736,0.005865103,531,313,59,0.009287926,0.074303406,0.012383901,0.051083591,0.102167183,0.03869969,0.017027864,0.061919505,0.034055728,0.009287926,0.167182663,0.100619195,0.142414861,0.137770898,0.037151703,0.004643963,3.1
75753,2020w43,43,75XXX,0.066666667,0.244444444,0.177777778,0.511111111,0,0.632183908,0.126436782,0.172413793,0.068965517,1,0,0,0,47,23,5,0,0.065217391,0,0.065217391,0.130434783,0,0.065217391,0.065217391,0,0,0.130434783,0.130434783,0.065217391,0.152173913,0.130434783,0,2.6
75754,2020w43,43,75XXX,0.173255814,0.423255814,0.144186047,0.227906977,0.031395349,0.367408298,0.077570655,0.399879735,0.155141311,0,0.523150932,0.470234516,0.006614552,878,324,25,0,0.058659218,0.009776536,0.051675978,0.097765363,0.081005587,0.05726257,0.012569832,0,0.008379888,0.12849162,0.048882682,0.117318436,0.272346369,0.041899441,0.01396648,2.8
75755,2020w43,43,75XXX,0.110526316,0.413533835,0.159398496,0.296992481,0.019548872,0.520618557,0.086042823,0.296590008,0.096748612,0.290079365,0.407936508,0.299603175,0.002380952,1201,666,77,0,0.051858254,0.010371651,0.051858254,0.107173725,0.082108902,0.041486603,0.034572169,0.011235955,0.009507347,0.142610199,0.062229905,0.142610199,0.203111495,0.043215212,0.00605013,2.4
75756,2020w43,43,75XXX,0.033383915,0.264036419,0.17754173,0.514415782,0.010622155,0.784285714,0.077142857,0.104285714,0.034285714,0.957142857,0,0.012857143,0.03,620,326,82,0.004418262,0.089837997,0.016200295,0.044182622,0.107511046,0.036818851,0.016200295,0.072164948,0.023564065,0.019145803,0.150220913,0.091310751,0.132547865,0.151693667,0.038291605,0.005891016,3
75757,2020w43,43,75XXX,0.014749263,0.278761062,0.171091445,0.530973451,0.004424779,0.83836478,0.067295597,0.068553459,0.025786164,0.998113208,0,0.001886792,0,598,462,70,0.008163265,0.096598639,0.00952381,0.040816327,0.096598639,0.034013605,0.021768707,0.055782313,0.024489796,0.019047619,0.163265306,0.096598639,0.141496599,0.153741497,0.034013605,0.004081633,2.8
75758,2020w43,43,75XXX,0.106177606,0.318532819,0.164092664,0.378378378,0.032818533,0.472419929,0.074733096,0.348754448,0.104092527,0,0.736654804,0.257117438,0.006227758,607,277,21,0,0.03887689,0.006479482,0.03887689,0.101511879,0.060475162,0.05399568,0.043196544,0,0.008639309,0.133909287,0.049676026,0.194384449,0.22462203,0.03887689,0.006479482,1.9
75759,2020w43,43,75XXX,0,0.178294574,0.162790698,0.658914729,0,0.738095238,0.079365079,0.138888889,0.043650794,1,0,0,0,89,57,15,0,0.097560976,0,0.024390244,0.089430894,0.024390244,0,0.081300813,0,0,0.18699187,0.113821138,0.154471545,0.203252033,0.024390244,0,3.5
81430,2020w43,43,81XXX,0.304979253,0.429460581,0.091286307,0.126556017,0.047717842,0.444759207,0.033050047,0.423040604,0.099150142,0.075542965,0,0.918791313,0.005665722,619,189,26,0.010380623,0.069204152,0.020761246,0.07266436,0.083044983,0.058823529,0.044982699,0.010380623,0.010380623,0.020761246,0.14532872,0.069204152,0.134948097,0.21799308,0.020761246,0.010380623,1.8
81431,2020w43,43,81XXX,0.125412541,0.552805281,0.161716172,0.160066007,0,0.797836938,0.069883527,0.098169717,0.034109817,0.853577371,0.062396007,0.075707155,0.008319468,469,395,77,0,0.158450704,0.036971831,0.121478873,0.089788732,0.049295775,0.036971831,0.00528169,0,0.01584507,0.102112676,0.065140845,0.10915493,0.149647887,0.059859155,0,2.3
81432,2020w43,43,81XXX,0.194174757,0.541747573,0.116504854,0.133980583,0.013592233,0.629834254,0.066298343,0.249539595,0.054327808,0.496774194,0.096774194,0.403686636,0.002764977,437,362,40,0,0.175824176,0.015384615,0.083516484,0.065934066,0.065934066,0.035164835,0.006593407,0.006593407,0.021978022,0.120879121,0.074725275,0.076923077,0.237362637,0.006593407,0.006593407,2
81440,2020w43,43,81XXX,0.136291601,0.603803487,0.114104596,0.145800317,0,0.794972506,0.064414768,0.106048704,0.034564022,0.856918239,0.06918239,0.071540881,0.002358491,464,428,81,0.009345794,0.168224299,0.03271028,0.143302181,0.066978193,0.04517134,0.024922118,0.012461059,0,0.014018692,0.096573209,0.060747664,0.11682243,0.165109034,0.03271028,0.010903427,2.3
81441,2020w43,43,81XXX,0.138888889,0.561111111,0.155555556,0.136111111,0.008333333,0.862282878,0.044665012,0.076923077,0.016129032,0.932919255,0,0.003726708,0.063354037,323,274,55,0.008645533,0.170028818,0.034582133,0.123919308,0.083573487,0.077809798,0.017291066,0.008645533,0,0.011527378,0.086455331,0.083573487,0.135446686,0.126801153,0.031700288,0,2.3
81442,2020w43,43,81XXX,0.156069364,0.624277457,0.10982659,0.10982659,0,0.750759878,0.072948328,0.124620061,0.051671733,0.817073171,0,0.182926829,0,117,99,19,0,0.162162162,0.02027027,0.060810811,0.087837838,0.094594595,0.02027027,0.02027027,0,0.02027027,0.114864865,0.094594595,0.087837838,0.195945946,0.02027027,0,2.6
81470,2020w43,43,81XXX,0.092086331,0.566906475,0.142446043,0.192805755,0.005755396,0.808539945,0.064049587,0.10261708,0.024793388,0.694903581,0.064738292,0.211432507,0.02892562,547,493,88,0.019637462,0.119335347,0.058912387,0.099697885,0.070996979,0.042296073,0.03776435,0.013595166,0.009063444,0.024169184,0.13897281,0.060422961,0.108761329,0.151057402,0.036253776,0.009063444,2.2
81492,2020w43,43,81XXX,0.115183246,0.67539267,0.104712042,0.104712042,0,0.786931818,0.073863636,0.096590909,0.042613636,0.789772727,0,0.176136364,0.034090909,120,122,29,0,0.134715026,0.025906736,0.129533679,0.077720207,0.103626943,0.056994819,0.015544041,0,0.015544041,0.07253886,0.062176166,0.062176166,0.191709845,0.03626943,0.015544041,2.2
81493,2020w43,43,81XXX,0.115763547,0.608374384,0.113300493,0.162561576,0,0.85202864,0.060859189,0.066825776,0.020286396,0.937947494,0.026252983,0.021479714,0.014319809,317,323,57,0.034398034,0.117936118,0.029484029,0.105651106,0.105651106,0.076167076,0.027027027,0.024570025,0,0.017199017,0.090909091,0.071253071,0.095823096,0.154791155,0.034398034,0.014742015,2.1
81494,2020w43,43,81XXX,0.172413793,0.517241379,0.106896552,0.182758621,0.020689655,0.818671454,0.064631957,0.089766607,0.026929982,0.723518851,0.048473968,0.161579892,0.066427289,205,171,38,0.011673152,0.097276265,0.042801556,0.108949416,0.06614786,0.081712062,0.042801556,0,0,0,0.112840467,0.062256809,0.13229572,0.167315175,0.050583658,0.023346304,2.3
81495,2020w43,43,81XXX,0.175,0.610714286,0.067857143,0.128571429,0.017857143,0.759162304,0.061082024,0.137870855,0.041884817,0.879581152,0,0.108202443,0.012216405,224,196,33,0.049586777,0.152892562,0.02892562,0.136363636,0.090909091,0.045454545,0.02892562,0.020661157,0,0.02892562,0.082644628,0.045454545,0.08677686,0.140495868,0.049586777,0.012396694,2.2
