basomrade,year,mean_income_aged_gt_20,post_secondary_education_min_3_years_aged_25_64,population_aged_gt_20,municipality
4311441_bogesund,2014,272717.89,0.253521127,95,0187_vaxholm
3610540_skalby,2002,272710.66,0.303383897,1156,0163_sollentuna
6382500_overjarna_glesbygd,2006,272699.37,0.217120623,1481,0181_sodertalje
3411310_vastra_naset,2010,272675.36,0.313664596,1023,0186_lidingo
3580210_ostra_lunda,2012,272663.93,0.128755365,323,0191_sigtuna
3810720_rissne_norra_arbetsomrade,2014,272657.44,0.241935484,109,0183_sundbyberg
6134510_lanna_fastland,2011,272654.29,0.147347741,1618,0188_norrtalje
5711110_skyttorp,2009,272622.96,0.124778761,1565,0128_salem
5110240_aspberget,2011,272609.26,0.148148148,296,0127_botkyrka
6310120_vastra_centrum,2011,272554.27,0.219879518,1547,0181_sodertalje
2161030_sodra_tallkrogen,2003,272553.19,0.259855189,1561,0180_stockholm
3324200_berghem,2002,272546.11,0.247311828,1455,0123_jarfalla
1430140_helgalunden,2008,272521.82,0.407591344,3948,0180_stockholm
1230330_smedsbacken,2010,272515.31,0.522592152,4899,0180_stockholm
2170430_vastra_varberg,2001,272510.42,0.286038593,1263,0180_stockholm
3910270_marknadsvagen,2008,272506.97,0.229468599,1294,0160_taby
2240200_flysta,2000,272490.08,0.273890785,1500,0180_stockholm
1210210_roslagstulls_sjukhus,2007,272466.75,0.527042578,1296,0180_stockholm
3720790_hallen,2010,272465.28,0.281420765,569,0184_solna
5120840_vedstigen,2011,272419.19,0.141304348,134,0127_botkyrka
3911740_s_a_midgards_industriomr,2003,272414.15,0.266666667,110,0160_taby
6145000_husby_sjuhundra,2012,272407.78,0.17539267,542,0188_norrtalje
1210330_frescati,2005,272404.67,0.336448598,128,0180_stockholm
2220840_minneberg,2000,272399.57,0.409136048,1445,0180_stockholm
5120780_tumba_villastad,2007,272368.23,0.215328467,1549,0127_botkyrka
6330240_vastra_ronna,2006,272366.75,0.168674699,110,0181_sodertalje
4070170_kungsangens_glesbygd_rankhus,2003,272342.74,0.194805195,271,0139_upplands_bro
2120820_vastra_alvsjo,2001,272342.38,0.348101266,611,0180_stockholm
5120840_vedstigen,2008,272326.83,0.093023256,127,0127_botkyrka
6110360_roslagsstaden,2013,272313.69,0.174450549,1355,0188_norrtalje
4210210_norra_vallentuna_tatort,2008,272311.24,0.189189189,1467,0115_vallentuna
1320140_s_t_eriksgatan,2005,272302.07,0.411107565,4224,0180_stockholm
2160130_fagersjovagen,2002,272301.53,0.247747748,371,0180_stockholm
5711120_skogsang,2006,272292.49,0.16227608,1254,0128_salem
6321710_igelsta,2000,272278.02,0.356435644,128,0181_sodertalje
5630110_hemmesta,2004,272264.73,0.149484536,1211,0120_varmdo
1140230_rorstrand,2000,272214.13,0.438262358,5670,0180_stockholm
5211140_norra_vendelso,2001,272211.55,0.204633205,613,0136_haninge
1010120_skeppsbron,2001,272206.82,0.425101215,330,0180_stockholm
5611190_holmviksskogen,2012,272204.08,0.166666667,491,0120_varmdo
5211230_ramsdalen,2002,272200.82,0.162162162,1440,0136_haninge
4050100_habo_tibble_kyrkby,2003,272198.81,0.175824176,207,0139_upplands_bro
2240700_sundby,2001,272166.96,0.234607219,1246,0180_stockholm
3220230_knalleborg,2000,272155.54,0.244025157,925,0125_ekero
2120700_vastertorp,2014,272150.55,0.311856933,5650,0180_stockholm
5411320_jarlaberg,2006,272149.69,0.297732697,2211,0182_nacka
6147000_nartuna_forsamling,2009,272146.29,0.150141643,460,0188_norrtalje
6210640_hamnvik,2001,272142.41,0.123809524,116,0192_nynashamn
5514000_krusboda,2004,272123.78,0.189823875,2570,0138_tyreso
5130810_uttran,2000,272117.26,0.234793187,978,0127_botkyrka
5513170_ostra_farmarstigen,2014,272117.17,0.141884222,1219,0138_tyreso
1410140_gullfjardsplan,2000,272101.81,0.35804878,1262,0180_stockholm
3710350_sodra_bergshamra,2004,272101.13,0.45509434,1657,0184_solna
3346120_ormbacka,2001,272099.65,0.155555556,372,0123_jarfalla
4450140_kullen,2005,272060.43,0.246305419,284,0117_osteraker
5411110_finntorp,2010,272037.66,0.36975398,2191,0182_nacka
1120230_sjokatten,2003,272010.11,0.41046832,943,0180_stockholm
3910120_ornstigen,2007,272008.22,0.258823529,254,0160_taby
6310110_ostra_centrum,2014,271990.24,0.198137172,1786,0181_sodertalje
2240650_logvagen_erland,2010,271970.26,0.236180905,331,0180_stockholm
3532010_munkholmen,2000,271965.48,0.270855905,1175,0191_sigtuna
6220510_liso,2011,271944.69,0.109589041,328,0192_nynashamn
5255930_arsta_havsbad_v_berga,2010,271941.94,0.131386861,191,0136_haninge
2130630_ormkarr,2013,271936.99,0.219111969,1677,0180_stockholm
6410500_turinge_glesbygd,2006,271918.85,0.145642202,1052,0140_nykvarn
6133100_furusund,2014,271918.15,0.224137931,105,0188_norrtalje
5255121_jagartorp,2004,271918.14,0.203612479,822,0136_haninge
5211620_jordbro_smahus,2006,271910.49,0.156343957,2072,0136_haninge
5640520_djuro_glesbygd,2012,271910.48,0.120229008,834,0120_varmdo
1110220_vanadislunden,2001,271900.91,0.407494936,3777,0180_stockholm
2110740_telefonplan,2011,271898.66,0.469590643,2139,0180_stockholm
4111140_prastgardsmarken,2011,271879.53,0.190082645,1086,0114_upplands_vasby
6320611_kusens_backe,2007,271875.01,0.223333333,828,0181_sodertalje
3710340_ostra_bergshamra,2009,271869.98,0.447058824,439,0184_solna
6391500_holo_glesbygd,2009,271844,0.178095238,1328,0181_sodertalje
2110720_svandammen,2011,271838.02,0.413296569,3954,0180_stockholm
2150200_enskededalen,2002,271810.41,0.358445678,1710,0180_stockholm
6110340_ostra_rodenstaden,2012,271808.11,0.209183673,758,0188_norrtalje
2211460_vastra_akeslund,2008,271769.92,0.296735905,581,0180_stockholm
1230350_kampementsbacken,2014,271768.94,0.478991597,1770,0180_stockholm
4450160_vastra_sora,2008,271760.59,0.21728972,682,0117_osteraker
4210530_vallentuna_glesbygd_no,2007,271749.48,0.174528302,265,0115_vallentuna
2220830_norra_traneberg,2010,271738.88,0.326295585,1354,0180_stockholm
4070110_sodra_kungsangen,2010,271738.53,0.223222322,1882,0139_upplands_bro
3110530_inverness,2003,271734.73,0.365168539,562,0162_danderyd
2170230_norra_satra,2006,271706.45,0.262924668,1109,0180_stockholm
4060000_hatuna_forsamling,2010,271705.66,0.157434402,436,0139_upplands_bro
3324320_norra_nibble,2004,271680.7,0.248392283,1856,0123_jarfalla
5140660_banslatt,2007,271670.11,0.255733945,1419,0127_botkyrka
2240621_solhojden,2005,271645,0.31628533,1048,0180_stockholm
6146000_ro_forsamling,2011,271640.96,0.158227848,428,0188_norrtalje
5211220_eriksberg,2013,271628.15,0.12431694,1218,0136_haninge
1430230_katarina_kyrka,2001,271621.88,0.381805651,1881,0180_stockholm
3710320_bergshamra_torg,2009,271612.1,0.41955836,1538,0184_solna
3810100_lilla_alby,2009,271601.64,0.277777778,3776,0183_sundbyberg
2160820_bagarfruvagen,2012,271592.91,0.24503632,3197,0180_stockholm
2210700_mariehall,2006,271591.91,0.253543307,1507,0180_stockholm
2110660_lovholmen,2004,271567.62,0.386946387,669,0180_stockholm
3335220_viksjo_centrum,2013,271552.21,0.177801724,1720,0123_jarfalla
1110220_vanadislunden,2002,271546.06,0.419939577,3763,0180_stockholm
3810240_starrbacksgatan,2007,271536.36,0.305555556,2445,0183_sundbyberg
2110940_hokmossen,2014,271514.98,0.350649351,1270,0180_stockholm
1110120_johannes_kyrka,2000,271512.39,0.428353659,862,0180_stockholm
1010120_skeppsbron,2003,271506.38,0.454935622,331,0180_stockholm
5120950_nackdala,2009,271503.02,0.195729537,527,0127_botkyrka
3720610_solna_station_stora_frosunda_brahelund,2009,271499.2,0.330396476,1498,0184_solna
4450140_kullen,2004,271493.25,0.208955224,280,0117_osteraker
3250100_farentuna_fd_forsamling,2008,271487.58,0.187946885,1297,0125_ekero
2110320_klubbacken,2010,271487.56,0.40141844,999,0180_stockholm
2210120_norra_abrahamsberg,2011,271481.01,0.357973422,1648,0180_stockholm
5211550_sodra_handen,2014,271475.46,0.209476309,1160,0136_haninge
4070210_brunna_tatort,2006,271446.06,0.144920993,2627,0139_upplands_bro
5640520_djuro_glesbygd,2011,271437.7,0.111721612,825,0120_varmdo
6123210_farsna,2009,271437.62,0.175824176,119,0188_norrtalje
5414310_hedvigslund,2003,271435.69,0.212643678,795,0182_nacka
5411020_finnberget,2007,271421.74,0.317585302,486,0182_nacka
6381500_vardinge_glesbygd,2013,271419.94,0.227272727,731,0181_sodertalje
3610530_haggviks_centrum,2009,271416.11,0.291617473,1547,0163_sollentuna
4311610_ostra_vaxon,2007,271413.15,0.250865052,1910,0187_vaxholm
3710340_ostra_bergshamra,2008,271411.4,0.457364341,445,0184_solna
2140320_enskede_kyrka,2002,271394.51,0.367497169,2177,0180_stockholm
5340630_kasta,2007,271376.06,0.220757825,698,0126_huddinge
2130502_orby_s,2001,271369.74,0.271164863,2185,0180_stockholm
4111120_sodra_runby,2008,271367.22,0.165137615,265,0114_upplands_vasby
5411100_alphyddan,2009,271354.6,0.363363363,1028,0182_nacka
1440210_tullgarden,2009,271352.04,0.392900857,1049,0180_stockholm
5211120_gudo,2002,271334.6,0.164410058,1800,0136_haninge
5611130_lugnet_smahus,2006,271333.78,0.20483871,876,0120_varmdo
1420320_tanto,2004,271302.93,0.472580645,1098,0180_stockholm
6110450_kvisthamra,2005,271290.25,0.292079208,1257,0188_norrtalje
5320520_vidja,2006,271277.65,0.134117647,487,0126_huddinge
4133310_vastra_bollstanas,2000,271244.74,0.180672269,1115,0114_upplands_vasby
5255930_arsta_havsbad_v_berga,2007,271241.93,0.159235669,181,0136_haninge
5513160_vastra_farmarstigen,2011,271237.79,0.178,662,0138_tyreso
2140630_skarmarbrink,2014,271226.06,0.322281167,2966,0180_stockholm
2150100_bjorkhagen,2009,271212.92,0.429115646,4673,0180_stockholm
3720920_albygard,2011,271211.5,0.325746799,1119,0184_solna
2211420_ostra_akeslund,2008,271211.06,0.3884546,2085,0180_stockholm
4070110_sodra_kungsangen,2009,271206.65,0.210138249,1783,0139_upplands_bro
6310110_ostra_centrum,2012,271205.35,0.201612903,1733,0181_sodertalje
6391500_holo_glesbygd,2008,271201.39,0.181992337,1314,0181_sodertalje
3551130_sodra_valsta,2008,271184.15,0.147147147,430,0191_sigtuna
2240650_logvagen_erland,2009,271167.09,0.21182266,319,0180_stockholm
3910130_nasbyparks_centrum,2012,271149.56,0.280035336,2233,0160_taby
2140330_svampvagen,2003,271147.37,0.33954727,1040,0180_stockholm
3413210_bredablick,2001,271144.8,0.314754098,419,0186_lidingo
4070120_norra_kungsangen,2013,271141.96,0.205244123,1650,0139_upplands_bro
1010120_skeppsbron,2005,271138.12,0.416326531,341,0180_stockholm
1230330_smedsbacken,2009,271135.93,0.501530925,4811,0180_stockholm
3346200_skalby_gard,2001,271117.19,0.177161153,1294,0123_jarfalla
6220510_liso,2010,271101.53,0.112033195,329,0192_nynashamn
4122430_sodra_smedby,2013,271097.21,0.141414141,493,0114_upplands_vasby
3110530_inverness,2000,271076.45,0.378917379,564,0162_danderyd
5432100_eknas,2001,271047.74,0.273482959,1576,0182_nacka
6141500_rimbo_glesbygd,2012,271031.18,0.191489362,873,0188_norrtalje
1420130_ludvigsberg,2008,271022.21,0.387987013,974,0180_stockholm
3580300_vidbo_fd_forsamling,2013,271005.18,0.130952381,246,0191_sigtuna
5255150_nedersta_nodesta,2004,270998.63,0.190987124,1198,0136_haninge
5610200_mortnas,2001,270967.03,0.223809524,745,0120_varmdo
2110370_ornsberg_syd_vast,2011,270959.59,0.407407407,259,0180_stockholm
3510140_ekillatorp,2010,270953.4,0.153846154,317,0191_sigtuna
2250340_hasselby_kyrka,2001,270946.85,0.31824417,1100,0180_stockholm
5130820_varsta,2007,270941.99,0.135332253,1737,0127_botkyrka
5255140_ribby,2013,270936.65,0.158961882,2003,0136_haninge
6320612_sjukhuset,2012,270932.09,0.202898551,465,0181_sodertalje
3810320_tule,2005,270931.49,0.298876404,607,0183_sundbyberg
2110330_axelsberg_syd_ost,2010,270930.44,0.321814255,655,0180_stockholm
3710520_jungfrudansen,2011,270930.33,0.346520147,2083,0184_solna
5711110_skyttorp,2008,270923.65,0.122519413,1552,0128_salem
1120120_tandlakarhogskolan,2004,270883.39,0.52244898,349,0180_stockholm
4133920_fresta_sodra_glesbygd,2006,270868.1,0.105882353,100,0114_upplands_vasby
3911010_ostra_roslags_nasby,2005,270839.3,0.309746328,1058,0160_taby
3220262_gallsta_o,2001,270828.63,0.2,176,0125_ekero
1230330_smedsbacken,2008,270821.57,0.498407643,4637,0180_stockholm
6240540_osmo_vastra_glesbygd,2008,270816.23,0.128395062,478,0192_nynashamn
6210360_ostra_nynashamn_c,2014,270811.67,0.190329218,2219,0192_nynashamn
5320120_trangsunds_smahus,2000,270797.52,0.217938312,2881,0126_huddinge
6135000_riala_forsamling,2014,270794.76,0.109090909,1113,0188_norrtalje
3411320_ostra_naset,2008,270776.06,0.347275032,1264,0186_lidingo
2260320_ovre_kista,2014,270775.41,0.326783115,5522,0180_stockholm
1430180_rosenlund,2010,270767.6,0.347941567,1149,0180_stockholm
4451240_norra_runo,2003,270760.64,0.204545455,612,0117_osteraker
3335220_viksjo_centrum,2014,270751.38,0.185423365,1754,0123_jarfalla
1430250_nytorget,2006,270725.95,0.395104895,3990,0180_stockholm
5432030_klinten,2008,270725.79,0.242,725,0182_nacka
6330240_vastra_ronna,2010,270724.56,0.155555556,119,0181_sodertalje
6123100_svanberga,2010,270712.67,0.12962963,317,0188_norrtalje
3810810_ursviks_smahusomrade,2001,270695.84,0.268867925,567,0183_sundbyberg
4220000_markims_forsamling,2011,270692.7,0.299401198,229,0115_vallentuna
6220530_sorunda_ostra_glesbygd,2011,270676.72,0.134393064,896,0192_nynashamn
6321720_ostertalje,2003,270673.09,0.271260997,1033,0181_sodertalje
4070210_brunna_tatort,2005,270664.79,0.141060198,2611,0139_upplands_bro
5432710_sodra_lannersta,2000,270664.07,0.297385621,364,0182_nacka
4210420_kragstalund,2005,270662.7,0.245329001,1531,0115_vallentuna
4210210_norra_vallentuna_tatort,2009,270646.32,0.20593692,1470,0115_vallentuna
2170321_skarholmens_gard,2003,270643.88,0.257028112,434,0180_stockholm
2160720_vastra_larsboda,2010,270638.49,0.284644195,1532,0180_stockholm
3510260_norra_ekilla,2004,270637.86,0.154028436,574,0191_sigtuna
3720760_sodra_vasalund,2011,270606.07,0.349909584,1466,0184_solna
1110250_elverket,2002,270595.56,0.442477876,282,0180_stockholm
4440200_roslags_kulla_fd_forsaml,2010,270585.68,0.098976109,427,0117_osteraker
3610931_tegelhagen,2000,270532.92,0.317142857,891,0163_sollentuna
5310850_vardkasen,2007,270485.43,0.188328912,455,0126_huddinge
5211940_osterhaninge_kyrka,2006,270459.95,0.146341463,354,0136_haninge
2211300_akeshov,2013,270451.82,0.38697318,646,0180_stockholm
5310950_horningsns_balingsnas,2003,270442.05,0.206796819,1820,0126_huddinge
5120950_nackdala,2010,270441.77,0.208333333,551,0127_botkyrka
3413120_lidingo_centrum,2011,270411,0.299516908,330,0186_lidingo
1310180_wargentinsgatan,2001,270405.83,0.426925409,2103,0180_stockholm
3346110_skalby,2002,270404.61,0.192898273,2604,0123_jarfalla
2161020_norra_tallkrogen,2014,270386.88,0.251256281,1369,0180_stockholm
5610500_gustavsbergs_glesbygd_gustavsbergs_glesbygd_v,2000,270372.92,0.249554367,676,0120_varmdo
3911020_vastra_roslags_nasby,2002,270369.32,0.343434343,123,0160_taby
5511120_centrala_trollbacken,2003,270365.77,0.190765492,1054,0138_tyreso
4450120_runo_gard,2014,270326.41,0.162817552,1296,0117_osteraker
1320310_ostra_stadshagen,2013,270319.85,0.3625,1634,0180_stockholm
1230310_olaus_petri_kyrka,2005,270258.69,0.501519757,3091,0180_stockholm
3710320_bergshamra_torg,2011,270245.76,0.451971689,1593,0184_solna
3580100_skepptuna_fd_forsamling,2014,270225.24,0.14532872,431,0191_sigtuna
3910220_grindtorp,2014,270222.78,0.272727273,2345,0160_taby
6220300_grodby,2009,270213,0.177777778,237,0192_nynashamn
2110520_norra_hagerstensasen,2012,270179.75,0.341840681,1652,0180_stockholm
3250310_stenhamra,2004,270152.24,0.156828704,2188,0125_ekero
1210151_stureplan_o,2010,270138.79,0.328571429,95,0180_stockholm
3411310_vastra_naset,2009,270138.36,0.308544304,993,0186_lidingo
4450160_vastra_sora,2007,270137.48,0.200980392,596,0117_osteraker
5411210_tallbacken,2008,270131.5,0.356643357,967,0182_nacka
6420000_taxinge_forsamling,2007,270125.58,0.127118644,707,0140_nykvarn
2160850_stora_skondal,2012,270115.13,0.430656934,896,0180_stockholm
5330340_krakvik,2002,270072.89,0.207750269,1281,0126_huddinge
6210640_hamnvik,2004,270053.09,0.168316832,118,0192_nynashamn
6147000_nartuna_forsamling,2010,270043.02,0.162318841,460,0188_norrtalje
4133910_fresta_norra_glesbygd,2002,270031.63,0.141129032,284,0114_upplands_vasby
5120930_kommunalhuset,2013,269999.93,0.234643735,1214,0127_botkyrka
6310330_mariekalla,2011,269991.66,0.276497696,2448,0181_sodertalje
6210440_sandhamn_mm,2007,269991.11,0.189393939,858,0192_nynashamn
6131501_radmansolandet,2013,269990.26,0.137313433,1191,0188_norrtalje
5411410_nacka_centrum,2009,269988.54,0.271537623,1363,0182_nacka
5255930_arsta_havsbad_v_berga,2006,269948.78,0.159722222,171,0136_haninge
5211800_norra_soderby,2006,269947.66,0.119130435,1397,0136_haninge
3610510_klasro,2009,269902.92,0.237603306,673,0163_sollentuna
2110380_hagerstenshamnen,2000,269873.68,0.366733467,626,0180_stockholm
1320210_ralambshov,2003,269866.35,0.489971347,593,0180_stockholm
3610730_turebergs_industriomr,2000,269862.14,0.316590563,923,0163_sollentuna
2130430_ostra_stureby,2002,269860.59,0.357249626,1899,0180_stockholm
4070160_sylta,2002,269853.89,0.178117048,431,0139_upplands_bro
5110290_sturehov,2007,269815.7,0.185810811,401,0127_botkyrka
6110360_roslagsstaden,2014,269812.77,0.17348378,1313,0188_norrtalje
2120630_vastra_solberga,2010,269782.69,0.264705882,532,0180_stockholm
5411030_kvarnholmen,2010,269768.21,0.299212598,160,0182_nacka
1210330_frescati,2006,269740.93,0.342592593,135,0180_stockholm
1140120_tre_liljor,2002,269724.54,0.410846664,3295,0180_stockholm
5411200_sickla_industriomr,2006,269724.5,0.471590909,984,0182_nacka
5620520_sydvastra_ingaro,2005,269720.65,0.195050946,798,0120_varmdo
1310150_landstingshuset,2004,269720.55,0.414273995,1695,0180_stockholm
4210330_vastra_ormsta,2002,269711.42,0.200913242,1103,0115_vallentuna
6391100_holo,2009,269689.34,0.127886323,732,0181_sodertalje
4311442_storholmen,2001,269685.81,0.1875,55,0187_vaxholm
5513220_bondevagen,2003,269680.93,0.23880597,401,0138_tyreso
3610670_vasjoomradet,2007,269673.51,0.217741935,142,0163_sollentuna
2120402_langbro_o,2002,269667.57,0.263185379,2433,0180_stockholm
4122210_norra_vilunda,2006,269661.67,0.247787611,788,0114_upplands_vasby
2150100_bjorkhagen,2008,269661.25,0.420074349,4484,0180_stockholm
4122310_korpkulla,2012,269658.99,0.224365482,3273,0114_upplands_vasby
5211450_kvarntorp_kvarntorp_v_gamla_nynasvagen,2010,269657.858,0.126373626,479,0136_haninge
3710530_sodra_huvusta,2009,269653.34,0.402922756,3748,0184_solna
6154500_ununge_glesbygd,2012,269650.59,0.13125,282,0188_norrtalje
5211940_osterhaninge_kyrka,2009,269637.98,0.156549521,394,0136_haninge
5211940_osterhaninge_kyrka,2007,269637.92,0.152027027,363,0136_haninge
1010120_skeppsbron,2002,269625.34,0.435797665,350,0180_stockholm
5120830_grytstigen,2009,269606.4,0.196787149,371,0127_botkyrka
5711130_soderby,2003,269535.96,0.180023229,1048,0128_salem
3810720_rissne_norra_arbetsomrade,2008,269525.54,0.303571429,107,0183_sundbyberg
6330260_lina,2006,269503.04,0.212598425,166,0181_sodertalje
2130210_hogdalens_centrum,2014,269501.79,0.308447937,682,0180_stockholm
3346120_ormbacka,2003,269497.47,0.161585366,382,0123_jarfalla
4311830_skarpo,2000,269494.73,0.310126582,201,0187_vaxholm
3250201_hilleshogs_fd_forsamling,2007,269485.14,0.195067265,570,0125_ekero
1430240_bjurholmsplan,2006,269480.05,0.378885179,4784,0180_stockholm
6320612_sjukhuset,2014,269475.88,0.192926045,484,0181_sodertalje
5310941_solgard,2002,269470.59,0.220415537,1356,0126_huddinge
1410130_swedenborgsgatan,2005,269453.43,0.402490887,4198,0180_stockholm
5640600_djuro_skargard,2014,269448.78,0.188405797,358,0120_varmdo
2160520_gubbangstorget,2014,269445.12,0.29996512,3835,0180_stockholm
1230162_gustav_adolfskyrkan_o,2004,269441.88,0.442940039,1759,0180_stockholm
2170130_yttre_bredang,2012,269406.45,0.266968326,949,0180_stockholm
5432400_krokhojden,2001,269402.64,0.257462687,722,0182_nacka
3324200_berghem,2001,269390.48,0.238217652,1391,0123_jarfalla
3210100_drottningholm,2003,269387.63,0.392561983,360,0125_ekero
5640100_djurhamn,2010,269354.02,0.172786177,695,0120_varmdo
5630120_fruvik,2002,269344.4,0.220502901,622,0120_varmdo
3910210_nasbydal,2011,269336.13,0.339116719,1192,0160_taby
5640200_stavsnas,2014,269326.46,0.175,591,0120_varmdo
6330260_lina,2004,269304.44,0.20610687,163,0181_sodertalje
4440110_ljustero,2012,269293.49,0.134062927,1262,0117_osteraker
5211210_vendelsomalm,2005,269292.18,0.149620105,2287,0136_haninge
4450180_kungsangen,2001,269289.67,0.267386091,1110,0117_osteraker
2120100_fruangen,2013,269284.98,0.288574538,6801,0180_stockholm
3335100_norra_viksjo,2002,269283.91,0.224855862,1968,0123_jarfalla
3710310_norra_bergshamra,2005,269273.21,0.555746141,855,0184_solna
2120630_vastra_solberga,2004,269272.42,0.25,390,0180_stockholm
3346200_skalby_gard,2000,269260.22,0.169346195,1290,0123_jarfalla
1410150_bergsgruvan,2008,269243.08,0.400696864,1155,0180_stockholm
1220140_skvalberget,2001,269219.53,0.371237458,445,0180_stockholm
6310120_vastra_centrum,2008,269199.75,0.211726384,1419,0181_sodertalje
1120210_kungssten,2000,269191.5,0.440334962,1852,0180_stockholm
3720930_solna_centrum,2003,269159.57,0.292978208,576,0184_solna
3110530_inverness,2002,269153.86,0.398921833,568,0162_danderyd
4070170_kungsangens_glesbygd_rankhus,2005,269144.53,0.189427313,272,0139_upplands_bro
3720770_norra_vasalund,2005,269126.74,0.345724907,374,0184_solna
3210500_lovo_glesbygd,2001,269115.9,0.284697509,358,0125_ekero
2110130_ornsberg_nord_ost,2011,269108.77,0.41509434,1120,0180_stockholm
5640200_stavsnas,2012,269104.13,0.168044077,578,0120_varmdo
3220102_ostra_narlunda,2003,269099.87,0.271929825,365,0125_ekero
4311820_rindo,2006,269094.33,0.222707424,263,0187_vaxholm
5120840_vedstigen,2010,269093.09,0.098901099,129,0127_botkyrka
3220103_ekero_centrum,2014,269083.97,0.198901099,1430,0125_ekero
4050500_habo_tibble_glesbygd,2005,269052.69,0.172248804,250,0139_upplands_bro
2150400_hammarbyhojden,2010,269049.6729,0.386010363,7316,0180_stockholm
1440110_ersta,2004,269037.81,0.354385965,821,0180_stockholm
5330331_smista_juringe,2003,269036.59,0.197123069,2352,0126_huddinge
4230100_lindholmen,2004,269026.71,0.245495495,537,0115_vallentuna
5432610_eriksvik,2000,269021.54,0.175824176,521,0182_nacka
3720730_skogskronet,2007,269021.11,0.303264605,1607,0184_solna
5311110_glado_kvarn,2007,269014.23,0.134285714,410,0126_huddinge
5432900_gustavsvik,2005,268981.54,0.235,473,0182_nacka
5611130_lugnet_smahus,2005,268950.27,0.19047619,873,0120_varmdo
3230000_munso_forsamling,2009,268945.28,0.156701031,631,0125_ekero
2110740_telefonplan,2010,268943.83,0.44973545,2081,0180_stockholm
3810230_sundbybergs_centrum,2007,268939.98,0.294700724,3443,0183_sundbyberg
3560610_sodra_skanela,2007,268936.04,0.122324159,415,0191_sigtuna
5211620_jordbro_smahus,2005,268928.33,0.143872114,2072,0136_haninge
5130830_grodinge_glesbygd,2007,268923.71,0.135969142,1285,0127_botkyrka
5423202_saltsjobaden_centrum,2009,268903.25,0.308544304,1328,0182_nacka
2210920_sodra_riksby,2010,268901.79,0.374537988,3228,0180_stockholm
3413410_baggeby,2012,268875.26,0.332939787,1496,0186_lidingo
4210440_karlberg_rickeby_okvista,2001,268843.68,0.237652112,1700,0115_vallentuna
5423202_saltsjobaden_centrum,2010,268841.57,0.294930876,1367,0182_nacka
6341430_tveta_glesbygd,2007,268815.18,0.145251397,211,0181_sodertalje
3312300_molnsattra,2004,268812.72,0.225255973,412,0123_jarfalla
4070150_tibbleangen,2014,268811.98,0.176870748,2190,0139_upplands_bro
3551150_steninge_gard,2001,268807.43,0.243243243,124,0191_sigtuna
2150731_skarpnacksfaltet_o,2012,268799.82,0.326404085,3679,0180_stockholm
6341410_pershagen,2000,268793.28,0.189547582,1535,0181_sodertalje
3610510_klasro,2010,268776.92,0.255186722,673,0163_sollentuna
3220262_gallsta_o,2002,268743.19,0.195121951,194,0125_ekero
5120820_blockvagen,2013,268730.41,0.161016949,167,0127_botkyrka
6310110_ostra_centrum,2013,268711.76,0.197934596,1795,0181_sodertalje
1140240_rodaberget,2004,268707.88,0.506756757,3105,0180_stockholm
3413120_lidingo_centrum,2013,268702.8,0.278846154,323,0186_lidingo
1440230_blecktornet,2007,268698.15,0.428082192,1932,0180_stockholm
2260320_ovre_kista,2013,268694.1,0.327569645,5544,0180_stockholm
1410120_maria_kyrka,2004,268686.14,0.387009472,2883,0180_stockholm
5511130_sodergarden,2001,268677.59,0.202505219,1228,0138_tyreso
2140320_enskede_kyrka,2003,268655.02,0.376443418,2146,0180_stockholm
2210920_sodra_riksby,2008,268633.39,0.376162299,3132,0180_stockholm
4210210_norra_vallentuna_tatort,2010,268602.55,0.18675253,1514,0115_vallentuna
5110240_aspberget,2006,268600.48,0.105058366,295,0127_botkyrka
4210320_ostra_ormsta,2002,268589.49,0.171677983,1184,0115_vallentuna
1120120_tandlakarhogskolan,2006,268552.68,0.493562232,344,0180_stockholm
6320542_norra_brunnsang,2003,268531.01,0.168161435,1805,0181_sodertalje
6330240_vastra_ronna,2007,268519.52,0.150537634,122,0181_sodertalje
3910240_taby_centrum,2014,268512.51,0.326023392,1833,0160_taby
4450240_skansta,2004,268510.03,0.188817599,1284,0117_osteraker
4240000_frosunda_forsamling,2008,268503.07,0.158501441,463,0115_vallentuna
4451420_svartgarn,2001,268496.42,0.170050761,464,0117_osteraker
3110330_morbyskogen,2008,268490.97,0.429553265,1316,0162_danderyd
5311030_segersminne,2003,268487.55,0.249127704,1961,0126_huddinge
3346120_ormbacka,2005,268468.22,0.174174174,391,0123_jarfalla
5211150_dalen,2003,268455.71,0.197333333,433,0136_haninge
3720610_solna_station_stora_frosunda_brahelund,2008,268454.72,0.333041958,1494,0184_solna
2210920_sodra_riksby,2009,268453.56,0.383876358,3157,0180_stockholm
4122520_skalby,2003,268435.3,0.191201354,841,0114_upplands_vasby
2130630_ormkarr,2012,268421.32,0.217348928,1683,0180_stockholm
6310120_vastra_centrum,2007,268412.23,0.226012793,1409,0181_sodertalje
2110730_fastlagsvagen,2011,268401.79,0.392542373,1815,0180_stockholm
6220100_sorunda,2011,268396.23,0.098662207,899,0192_nynashamn
1420140_bergsund,2010,268385.65,0.410621407,4590,0180_stockholm
3510450_marsta_vastra_glesbygd_marsta_maby,2004,268379.4,0.125,75,0191_sigtuna
2120401_langbro_v,2002,268346.3,0.269720102,1107,0180_stockholm
5514000_krusboda,2003,268343.59,0.181818182,2558,0138_tyreso
